JobNumber,sigP,epsiP,sigO,epsiO,a,b,c,alpha,beta,gamma,density,Cleav,Interface,Solvation
2372,4.3,0.3,4,0.09,29.726402,29.730443,31.087216,90,90,119.995503,2.523968,1272.437122,-387.348399,-651.965782
2373,4.3,0.3,4,0.11,29.869602,29.870869,31.310401,90,90,119.998598,2.482316,1074.171957,-416.575159,-645.956692
2374,4.3,0.3,4,0.13,29.993498,29.995113,31.489632,90,90,119.99822,2.447801,872.737591,-445.530433,-647.559886
2375,4.3,0.3,4,0.15,30.108085,30.102418,31.633424,90,90,120.006228,2.418943,1062.790578,-484.291792,-649.422728
2376,4.3,0.3,4,0.17,30.204319,30.205612,31.757928,90,90,119.998584,2.393393,873.668017,-518.397432,-654.475026
2377,4.4,0.2,3,0.07,27.114631,27.114184,26.589183,90,90,120.000541,3.547531,1658.045476,-61.328311,-780.940737
2378,4.4,0.2,3,0.09,27.422494,27.423368,26.935941,90,90,119.998946,3.423455,1530.978024,-73.504951,-775.660896
2379,4.4,0.2,3,0.11,27.512287,27.514967,27.12617,90,90,119.996788,3.376999,1630.452961,-77.012919,-767.835065
2380,4.4,0.2,3,0.13,27.584742,27.585124,27.290722,90,90,119.999542,3.339398,1622.918595,-85.83607,-774.951647
2381,4.4,0.2,3,0.15,27.645364,27.647379,27.436744,90,90,119.997582,3.306813,1622.237638,-81.922,-771.79487
2382,4.4,0.2,3,0.17,27.700601,27.699082,27.558837,90,90,120.001814,3.279605,1615.860808,-98.851445,-754.999203
2383,4.4,0.2,3.1,0.07,27.519554,27.516135,27.093974,90,90,120.00411,3.380225,1617.152645,-81.195217,-770.03919
2384,4.4,0.2,3.1,0.09,27.631299,27.628134,27.350537,90,90,120.003787,3.321444,1601.408198,-74.173424,-767.883923
2385,4.4,0.2,3.1,0.11,27.716722,27.714379,27.549526,90,90,120.002797,3.277028,1581.307327,-88.011308,-747.441299
2386,4.4,0.2,3.1,0.13,27.787559,27.791791,27.714454,90,90,119.994963,3.239916,1585.055449,-87.067738,-747.309325
2387,4.4,0.2,3.1,0.15,27.852365,27.852771,27.857021,90,90,119.999521,3.208942,1584.957458,-106.683714,-750.227249
2388,4.4,0.2,3.1,0.17,27.909355,27.908808,27.976379,90,90,120.000648,3.18236,1591.801726,-113.141105,-746.946921
2389,4.4,0.2,3.2,0.07,27.714723,27.715664,27.509731,90,90,119.998877,3.281724,1565.162392,-73.614862,-756.445875
2390,4.4,0.2,3.2,0.09,27.831526,27.832545,27.765785,90,90,119.998798,3.224215,1551.170533,-105.178972,-749.765743
2391,4.4,0.2,3.2,0.11,27.924951,27.92653,27.968246,90,90,119.99813,3.179408,1555.583882,-110.851867,-737.276364
2392,4.4,0.2,3.2,0.13,28.002942,28.00542,28.124593,90,90,119.997073,3.144013,1565.909218,-117.143475,-742.469759
2393,4.4,0.2,3.2,0.15,28.074758,28.076829,28.259794,90,90,119.997556,3.113045,1571.827013,-131.113015,-732.561782
2394,4.4,0.2,3.2,0.17,28.137899,28.136901,28.378955,90,90,120.001174,3.086526,1584.590187,-134.478784,-733.524662
2395,4.4,0.2,3.3,0.07,27.920154,27.919057,27.918792,90,90,120.0013,3.186542,1532.730635,-110.797388,-741.481886
2396,4.4,0.2,3.3,0.09,28.04788,28.044785,28.161609,90,90,120.003644,3.130657,1533.288124,-124.408108,-727.949039
2397,4.4,0.2,3.3,0.11,28.149417,28.150817,28.360911,90,90,119.998355,3.085612,1540.314,-134.493347,-719.304446
2398,4.4,0.2,3.3,0.13,28.236587,28.238433,28.518328,90,90,119.997837,3.049599,1550.882246,-144.426056,-730.656203
2399,4.4,0.2,3.3,0.15,28.313455,28.310832,28.658461,90,90,120.003071,3.018868,1558.574309,-155.754276,-732.764268
2400,4.4,0.2,3.3,0.17,28.377847,28.377768,28.78206,90,90,120.000093,2.99192,1561.744693,-155.888126,-726.766025
2401,4.4,0.2,3.4,0.07,28.140208,28.141819,28.309576,90,90,119.998106,3.0932,1515.837872,-133.310589,-724.180268
2402,4.4,0.2,3.4,0.09,28.275862,28.273513,28.554585,90,90,120.002745,3.037873,1522.661107,-143.830773,-719.483893
2403,4.4,0.2,3.4,0.11,28.383834,28.386648,28.753513,90,90,119.996721,2.99322,1533.78894,-154.974051,-719.261181
2404,4.4,0.2,3.4,0.13,28.473711,28.472614,28.924748,90,90,120.001262,2.957288,1536.848028,-167.873112,-720.452813
2405,4.4,0.2,3.4,0.15,28.555132,28.548265,29.065975,90,90,120.007958,2.926949,1535.280934,-175.215168,-725.099019
2406,4.4,0.2,3.4,0.17,28.617187,28.615049,29.193914,90,90,120.002471,2.900856,1506.424301,-181.901738,-713.543983
2407,4.4,0.2,3.5,0.07,28.368002,28.369185,28.697036,90,90,119.998621,3.002689,1499.913767,-156.543917,-715.012096
2408,4.4,0.2,3.5,0.09,28.513275,28.510756,28.957217,90,90,120.002917,2.945976,1496.519187,-169.114246,-717.784923
2409,4.4,0.2,3.5,0.11,28.619424,28.618955,29.165532,90,90,120.00054,2.902999,1481.171701,-183.400655,-702.871016
2410,4.4,0.2,3.5,0.13,28.710688,28.712302,29.338251,90,90,119.99814,2.867313,1424.765242,-201.362784,-706.130446
2411,4.4,0.2,3.5,0.15,28.78856,28.791111,29.489086,90,90,119.997069,2.837113,1401.893079,-216.64879,-689.814806
2412,4.4,0.2,3.5,0.17,28.856558,28.85808,29.619426,90,90,119.998256,2.811466,1377.699036,-219.004065,-701.212749
2413,4.4,0.2,3.6,0.07,28.601518,28.601853,29.101913,90,90,119.999613,2.91288,1462.409231,-182.178117,-700.84517
2414,4.4,0.2,3.6,0.09,28.741272,28.741702,29.368584,90,90,119.999505,2.858416,1397.637087,-200.68581,-700.279892
2415,4.4,0.2,3.6,0.11,28.859933,28.858836,29.586928,90,90,120.001254,2.814236,1240.592373,-218.778163,-685.525413
2416,4.4,0.2,3.6,0.13,28.957989,28.958282,29.765477,90,90,119.999666,2.778264,1295.008157,-236.168895,-686.504654
2417,4.4,0.2,3.6,0.15,29.04295,29.041908,29.92162,90,90,120.001187,2.747789,1235.262439,-252.893349,-689.544646
2418,4.4,0.2,3.6,0.17,29.115345,29.116786,30.053568,90,90,119.998362,2.721827,1206.769286,-263.926332,-686.696814
2419,4.4,0.2,3.7,0.07,28.833388,28.834855,29.509247,90,90,119.998317,2.826508,1269.811233,-209.776121,-686.339279
2420,4.4,0.2,3.7,0.09,28.984602,28.987175,29.793923,90,90,119.997068,2.770227,1263.192579,-239.163817,-668.754922
2421,4.4,0.2,3.7,0.11,29.109585,29.109545,30.019578,90,90,120.000046,2.726172,1169.415441,-261.572889,-675.585613
2422,4.4,0.2,3.7,0.13,29.210009,29.21385,30.201446,90,90,119.995655,2.690679,1170.947855,-284.627736,-673.191543
2423,4.4,0.2,3.7,0.15,29.298089,29.298687,30.359909,90,90,119.999325,2.660959,1233.387026,-310.870767,-672.240274
2424,4.4,0.2,3.7,0.17,29.373389,29.371649,30.49851,90,90,120.00196,2.635583,1310.372226,-326.241414,-669.59335
2425,4.4,0.2,3.8,0.07,29.079934,29.078601,29.941766,90,90,120.001517,2.738996,1176.454492,-245.396743,-683.412216
2426,4.4,0.2,3.8,0.09,29.237244,29.238241,30.224945,90,90,119.99887,2.683929,1110.23802,-285.955843,-670.443671
2427,4.4,0.2,3.8,0.11,29.362825,29.358221,30.454085,90,90,120.005188,2.641671,1237.111194,-319.461351,-661.303616
2428,4.4,0.2,3.8,0.13,29.461194,29.461791,30.649474,90,90,119.999329,2.606716,1248.252775,-344.56698,-662.745825
2429,4.4,0.2,3.8,0.15,29.551234,29.553921,30.808494,90,90,119.996993,2.577239,1268.358263,-404.31655,-663.744937
2430,4.4,0.2,3.8,0.17,29.629069,29.628525,30.947268,90,90,120.000608,2.552592,1321.13801,-381.063583,-661.080077
2431,4.4,0.2,3.9,0.07,29.327886,29.322681,30.375797,90,90,120.005876,2.654867,1045.820152,-306.882829,-673.306496
2432,4.4,0.2,3.9,0.09,29.482434,29.483792,30.670583,90,90,119.998476,2.60108,1225.528493,-351.926892,-659.859034
2433,4.4,0.2,3.9,0.11,29.614975,29.611887,30.905105,90,90,120.003454,2.558801,1181.764476,-377.08988,-655.326067
2434,4.4,0.2,3.9,0.13,29.727266,29.72253,31.087753,90,90,120.005271,2.524772,978.460834,-430.884796,-654.196329
2435,4.4,0.2,3.9,0.15,29.81168,29.819619,31.244294,90,90,119.991194,2.496499,1160.866193,-444.047861,-662.424371
2436,4.4,0.2,3.9,0.17,29.908464,29.905115,31.376457,90,90,120.003705,2.471165,868.916784,-475.307876,-652.715458
2437,4.4,0.2,4,0.07,29.572713,29.570293,30.813882,90,90,120.002707,2.57364,1160.521446,-371.559531,-663.604902
2438,4.4,0.2,4,0.09,29.741511,29.740967,31.108138,90,90,120.000597,2.520226,1057.588381,-441.092726,-642.394761
2439,4.4,0.2,4,0.11,29.882779,29.883439,31.332276,90,90,119.999269,2.478463,1242.544391,-436.977176,-652.502837
2440,4.4,0.2,4,0.13,30.006043,30.006465,31.506079,90,90,119.999535,2.444607,1126.43274,-445.53408,-648.024283
2441,4.4,0.2,4,0.15,30.122061,30.116957,31.661116,90,90,120.005605,2.414525,838.112337,-482.654139,-644.360764
2442,4.4,0.2,4,0.17,30.21505,30.217639,31.777086,90,90,119.997166,2.390115,963.97781,-521.628272,-646.183329
2443,4.4,0.22,3,0.07,27.18657,27.191444,26.611391,90,90,119.994071,3.524917,1666.091871,-70.081498,-781.465433
2444,4.4,0.22,3,0.09,27.449526,27.448562,26.930857,90,90,120.001161,3.417666,1642.083685,-66.62395,-775.47227
2445,4.4,0.22,3,0.11,27.53551,27.536335,27.128948,90,90,119.999009,3.371262,1646.392282,-63.496207,-778.260531
2446,4.4,0.22,3,0.13,27.609222,27.610093,27.288221,90,90,119.998957,3.333706,1632.799873,-67.326704,-767.003275
2447,4.4,0.22,3,0.15,27.669903,27.668971,27.428921,90,90,120.001125,3.302362,1629.919049,-74.770637,-759.737426
2448,4.4,0.22,3,0.17,27.719076,27.7202,27.54639,90,90,119.998659,3.276298,1622.154517,-76.105439,-760.790812
2449,4.4,0.22,3.1,0.07,27.546551,27.542325,27.091329,90,90,120.005077,3.374063,1609.78849,-76.192911,-771.886367
2450,4.4,0.22,3.1,0.09,27.650795,27.650578,27.342379,90,90,120.000253,3.31728,1601.974631,-71.437361,-760.192239
2451,4.4,0.22,3.1,0.11,27.735855,27.73744,27.544217,90,90,119.99811,3.272521,1596.654912,-77.640191,-746.519187
2452,4.4,0.22,3.1,0.13,27.813474,27.811453,27.708333,90,90,120.002405,3.235566,1592.649296,-96.123105,-756.755954
2453,4.4,0.22,3.1,0.15,27.872802,27.873542,27.850701,90,90,119.999123,3.204914,1594.201454,-91.674002,-754.863745
2454,4.4,0.22,3.1,0.17,27.930665,27.932678,27.968914,90,90,119.997617,3.177966,1594.712378,-108.034919,-751.768917
2455,4.4,0.22,3.2,0.07,27.738943,27.740175,27.503587,90,90,119.99853,3.276682,1566.31037,-76.037864,-756.536402
2456,4.4,0.22,3.2,0.09,27.853284,27.850309,27.759921,90,90,120.003537,3.220475,1551.931747,-91.385583,-752.751365
2457,4.4,0.22,3.2,0.11,27.948893,27.944687,27.956299,90,90,120.004979,3.176196,1561.713256,-104.18461,-744.315194
2458,4.4,0.22,3.2,0.13,28.023094,28.027653,28.118396,90,90,119.99462,3.139874,1568.223905,-118.523453,-738.314015
2459,4.4,0.22,3.2,0.15,28.094746,28.093985,28.253226,90,90,120.000896,3.109757,1573.351415,-124.554233,-727.520622
2460,4.4,0.22,3.2,0.17,28.154761,28.154873,28.371762,90,90,119.999869,3.083449,1588.641785,-121.751734,-723.299794
2461,4.4,0.22,3.3,0.07,27.938563,27.938872,27.915077,90,90,119.999634,3.182554,1532.560782,-105.089958,-735.826762
2462,4.4,0.22,3.3,0.09,28.063086,28.0665,28.159386,90,90,119.995976,3.126545,1545.955058,-116.362077,-726.97731
2463,4.4,0.22,3.3,0.11,28.167811,28.169633,28.350674,90,90,119.99786,3.082635,1551.71282,-124.292729,-729.795985
2464,4.4,0.22,3.3,0.13,28.256542,28.251974,28.511386,90,90,120.005349,3.046957,1556.245704,-137.752433,-724.805643
2465,4.4,0.22,3.3,0.15,28.327754,28.330299,28.649095,90,90,119.997029,3.016073,1565.196963,-138.974298,-724.484569
2466,4.4,0.22,3.3,0.17,28.393887,28.394215,28.768266,90,90,119.999617,2.989916,1574.708216,-150.742404,-725.273549
2467,4.4,0.22,3.4,0.07,28.156098,28.153265,28.305153,90,90,120.003329,3.090843,1518.43597,-124.891283,-725.127092
2468,4.4,0.22,3.4,0.09,28.293331,28.29383,28.549275,90,90,119.999417,3.03428,1526.622934,-132.774419,-731.302712
2469,4.4,0.22,3.4,0.11,28.402242,28.402554,28.745659,90,90,119.999636,2.99051,1531.470273,-149.870248,-715.061801
2470,4.4,0.22,3.4,0.13,28.493735,28.490346,28.911961,90,90,120.003934,2.954756,1540.383909,-163.580554,-715.835438
2471,4.4,0.22,3.4,0.15,28.564336,28.565793,29.060706,90,90,119.998313,2.924456,1536.524344,-168.102118,-699.939659
2472,4.4,0.22,3.4,0.17,28.628114,28.631031,29.184568,90,90,119.99663,2.898887,1520.458328,-175.464069,-704.608239
2473,4.4,0.22,3.5,0.07,28.388664,28.389194,28.689635,90,90,119.999382,2.999186,1509.700224,-145.637391,-719.341058
2474,4.4,0.22,3.5,0.09,28.525144,28.525555,28.949156,90,90,119.999524,2.943941,1508.782829,-161.532747,-703.391434
2475,4.4,0.22,3.5,0.11,28.631574,28.63576,29.153675,90,90,119.995168,2.901087,1476.190881,-171.059058,-706.9719
2476,4.4,0.22,3.5,0.13,28.723694,28.724722,29.330317,90,90,119.998817,2.86557,1410.753322,-192.557309,-702.102463
2477,4.4,0.22,3.5,0.15,28.802399,28.80369,29.480791,90,90,119.998525,2.83535,1418.304246,-207.500178,-701.074536
2478,4.4,0.22,3.5,0.17,28.869734,28.873068,29.610864,90,90,119.996182,2.809478,1323.174746,-216.68544,-691.162859
2479,4.4,0.22,3.6,0.07,28.615193,28.61887,29.089,90,90,119.995751,2.910935,1480.384801,-169.994407,-700.284516
2480,4.4,0.22,3.6,0.09,28.756435,28.755968,29.363032,90,90,120.000537,2.856061,1378.244176,-197.887425,-695.954399
2481,4.4,0.22,3.6,0.11,28.872897,28.872544,29.575184,90,90,120.000404,2.81273,1340.058039,-211.620411,-697.33586
2482,4.4,0.22,3.6,0.13,28.968079,28.971124,29.752277,90,90,119.996523,2.777209,1222.465375,-226.643607,-677.261418
2483,4.4,0.22,3.6,0.15,29.049203,29.054784,29.911081,90,90,119.993646,2.746738,1241.058464,-241.880689,-689.519829
2484,4.4,0.22,3.6,0.17,29.129999,29.127219,30.048327,90,90,120.003157,2.720089,1261.224541,-263.275706,-691.48574
2485,4.4,0.22,3.7,0.07,28.850683,28.846689,29.508755,90,90,120.00458,2.82388,1274.571069,-200.450764,-694.769588
2486,4.4,0.22,3.7,0.09,28.999503,28.99897,29.782725,90,90,120.000609,2.768817,1232.167322,-229.80905,-690.166672
2487,4.4,0.22,3.7,0.11,29.121003,29.11945,30.008211,90,90,120.001765,2.725255,1186.175167,-253.197517,-687.875008
2488,4.4,0.22,3.7,0.13,29.225065,29.219681,30.194448,90,90,120.006096,2.689662,1153.452243,-285.374087,-689.406323
2489,4.4,0.22,3.7,0.15,29.308313,29.306852,30.354086,90,90,120.001648,2.659862,1185.048905,-306.422969,-676.239972
2490,4.4,0.22,3.7,0.17,29.386707,29.383064,30.490831,90,90,120.004101,2.634085,1115.182442,-322.810868,-669.416012
2491,4.4,0.22,3.8,0.07,29.088368,29.092969,29.932083,90,90,119.994769,2.737549,1201.187763,-236.113894,-680.139494
2492,4.4,0.22,3.8,0.09,29.248402,29.249352,30.217067,90,90,119.998926,2.682586,1116.121205,-284.647484,-681.602566
2493,4.4,0.22,3.8,0.11,29.369666,29.372664,30.447252,90,90,119.996624,2.640121,1241.32807,-352.845697,-676.509433
2494,4.4,0.22,3.8,0.13,29.47093,29.476411,30.640202,90,90,119.993849,2.605206,1273.764718,-357.270023,-667.685249
2495,4.4,0.22,3.8,0.15,29.561534,29.562674,30.795695,90,90,119.998725,2.576694,1302.835216,-392.459418,-655.942105
2496,4.4,0.22,3.8,0.17,29.640503,29.635134,30.937288,90,90,120.005993,2.552,1214.409273,-369.267654,-661.173964
2497,4.4,0.22,3.9,0.07,29.329749,29.337544,30.363717,90,90,119.991211,2.654016,1042.547652,-302.209736,-671.935029
2498,4.4,0.22,3.9,0.09,29.494229,29.494498,30.659026,90,90,119.999698,2.600108,1248.520184,-347.270846,-664.979785
2499,4.4,0.22,3.9,0.11,29.620493,29.621645,30.892505,90,90,119.998714,2.558403,1238.87217,-365.576483,-661.259622
2500,4.4,0.22,3.9,0.13,29.729001,29.728552,31.081721,90,90,120.0005,2.524481,1087.777661,-417.133949,-660.416163
2501,4.4,0.22,3.9,0.15,29.829299,29.825836,31.23568,90,90,120.003842,2.49551,1149.385416,-409.054089,-650.227468
2502,4.4,0.22,3.9,0.17,29.916429,29.917454,31.3647,90,90,119.998867,2.470294,878.509895,-427.282515,-646.15344
2503,4.4,0.22,4,0.07,29.579197,29.577797,30.810208,90,90,120.001566,2.5727,1224.963735,-354.538356,-664.437719
2504,4.4,0.22,4,0.09,29.750716,29.745547,31.104425,90,90,120.005749,2.51949,1022.172827,-419.342635,-658.671664
2505,4.4,0.22,4,0.11,29.887831,29.889088,31.323632,90,90,119.998609,2.478243,935.350947,-452.13949,-652.969087
2506,4.4,0.22,4,0.13,30.020868,30.014534,31.499518,90,90,120.006981,2.443436,838.078638,-481.448036,-641.541756
2507,4.4,0.22,4,0.15,30.123687,30.124128,31.652154,90,90,119.999516,2.414355,892.277366,-481.739576,-640.1919
2508,4.4,0.22,4,0.17,30.223229,30.221771,31.773749,90,90,120.001596,2.389499,929.239227,-492.546425,-643.418245
2509,4.4,0.24,3,0.07,27.302564,27.305451,26.663546,90,90,119.996511,3.488535,1661.535888,-59.010442,-778.164385
2510,4.4,0.24,3,0.09,27.474255,27.474355,26.932778,90,90,119.99988,3.411096,1661.647172,-71.786793,-773.082111
2511,4.4,0.24,3,0.11,27.560026,27.56189,27.122134,90,90,119.997763,3.365944,1643.505868,-67.953365,-763.727877
2512,4.4,0.24,3,0.13,27.629925,27.629204,27.283882,90,90,120.000863,3.329497,1639.918744,-79.649832,-758.78093
2513,4.4,0.24,3,0.15,27.688044,27.690757,27.426386,90,90,119.996759,3.297761,1628.608104,-74.075277,-757.432182
2514,4.4,0.24,3,0.17,27.741641,27.741643,27.544181,90,90,119.999998,3.271409,1633.386158,-75.501749,-759.038304
2515,4.4,0.24,3.1,0.07,27.563384,27.565579,27.089848,90,90,119.997353,3.36908,1619.419825,-72.008439,-770.062075
2516,4.4,0.24,3.1,0.09,27.673,27.674305,27.340825,90,90,119.99844,3.311904,1605.451611,-67.794693,-760.757205
2517,4.4,0.24,3.1,0.11,27.762544,27.758134,27.539939,90,90,120.005255,3.26768,1595.044853,-80.554301,-752.832637
2518,4.4,0.24,3.1,0.13,27.830082,27.832317,27.705994,90,90,119.997344,3.231319,1594.816064,-86.929405,-758.355241
2519,4.4,0.24,3.1,0.15,27.893225,27.891819,27.843174,90,90,120.001667,3.201416,1595.723905,-91.16876,-745.819362
2520,4.4,0.24,3.1,0.17,27.948503,27.950283,27.961449,90,90,119.997894,3.174793,1594.812908,-89.096399,-735.728987
2521,4.4,0.24,3.2,0.07,27.757156,27.757526,27.503987,90,90,119.999559,3.272471,1577.895856,-69.405955,-756.570655
2522,4.4,0.24,3.2,0.09,27.871849,27.871634,27.75141,90,90,120.000255,3.216747,1567.446562,-95.29961,-742.679759
2523,4.4,0.24,3.2,0.11,27.965391,27.962761,27.95335,90,90,120.003112,3.172546,1569.234033,-92.664338,-736.452056
2524,4.4,0.24,3.2,0.13,28.036986,28.043461,28.10963,90,90,119.992363,3.137456,1576.238866,-113.408152,-731.499884
2525,4.4,0.24,3.2,0.15,28.112182,28.111401,28.246741,90,90,120.000919,3.106617,1582.80283,-110.71419,-736.451434
2526,4.4,0.24,3.2,0.17,28.171118,28.173072,28.366155,90,90,119.997706,3.08021,1594.499364,-116.23312,-736.12805
2527,4.4,0.24,3.3,0.07,27.963129,27.957232,27.90747,90,90,120.006978,3.178771,1538.793895,-99.943367,-739.097345
2528,4.4,0.24,3.3,0.09,28.082369,28.079409,28.153812,90,90,120.003487,3.123816,1551.390714,-108.165487,-738.737969
2529,4.4,0.24,3.3,0.11,28.183937,28.181891,28.346606,90,90,120.002402,3.080114,1559.162153,-123.261028,-730.787695
2530,4.4,0.24,3.3,0.13,28.27245,28.268635,28.506403,90,90,120.004464,3.043953,1564.555726,-129.250726,-729.553067
2531,4.4,0.24,3.3,0.15,28.345072,28.344808,28.64198,90,90,120.000308,3.013536,1574.310099,-137.829675,-717.093421
2532,4.4,0.24,3.3,0.17,28.408806,28.408162,28.76371,90,90,120.00075,2.987386,1583.976615,-144.841206,-713.296243
2533,4.4,0.24,3.4,0.07,28.172476,28.175039,28.300077,90,90,119.996992,3.087015,1525.212895,-114.619868,-728.274087
2534,4.4,0.24,3.4,0.09,28.311476,28.309209,28.542344,90,90,120.00265,3.031523,1534.266358,-133.237653,-714.267237
2535,4.4,0.24,3.4,0.11,28.416222,28.417215,28.740931,90,90,119.998843,2.987964,1544.005898,-141.723576,-713.969785
2536,4.4,0.24,3.4,0.13,28.505384,28.504147,28.903444,90,90,120.001435,2.952914,1543.037958,-154.734585,-713.694139
2537,4.4,0.24,3.4,0.15,28.5785,28.580294,29.051759,90,90,119.997924,2.922412,1541.952353,-165.916506,-698.307059
2538,4.4,0.24,3.4,0.17,28.64484,28.644597,29.177093,90,90,120.000281,2.896671,1526.304847,-169.724391,-696.248714
2539,4.4,0.24,3.5,0.07,28.405581,28.405488,28.684269,90,90,120.000108,2.996262,1514.843671,-136.544586,-717.584514
2540,4.4,0.24,3.5,0.09,28.541421,28.540837,28.940311,90,90,120.000677,2.94162,1510.066221,-156.627018,-711.443053
2541,4.4,0.24,3.5,0.11,28.65055,28.645735,29.149087,90,90,120.00556,2.898915,1482.991413,-171.268971,-704.290091
2542,4.4,0.24,3.5,0.13,28.739565,28.738584,29.320073,90,90,120.00113,2.863673,1416.192735,-180.192755,-703.118614
2543,4.4,0.24,3.5,0.15,28.811546,28.816064,29.472617,90,90,119.994813,2.833913,1450.534526,-201.852509,-698.627615
2544,4.4,0.24,3.5,0.17,28.888468,28.887743,29.604961,90,90,120.00083,2.806921,1388.259935,-204.68654,-693.878408
2545,4.4,0.24,3.6,0.07,28.630982,28.631577,29.08318,90,90,119.999312,2.908725,1472.706764,-167.214766,-714.053654
2546,4.4,0.24,3.6,0.09,28.770077,28.772233,29.350471,90,90,119.997522,2.854228,1390.011066,-179.115127,-691.503642
2547,4.4,0.24,3.6,0.11,28.880449,28.882945,29.570683,90,90,119.997142,2.811317,1301.028433,-200.930912,-693.137991
2548,4.4,0.24,3.6,0.13,28.982662,28.981687,29.746399,90,90,120.001113,2.775477,1310.774685,-220.17375,-690.67792
2549,4.4,0.24,3.6,0.15,29.063362,29.066574,29.902541,90,90,119.996344,2.745145,1257.890688,-238.31872,-683.353781
2550,4.4,0.24,3.6,0.17,29.135821,29.139754,30.040758,90,90,119.995536,2.718852,1200.375862,-254.655038,-675.857527
2551,4.4,0.24,3.7,0.07,28.858951,28.860453,29.497277,90,90,119.998281,2.822643,1317.01053,-195.259349,-703.467802
2552,4.4,0.24,3.7,0.09,29.01181,29.009109,29.77886,90,90,120.00308,2.767103,1190.488679,-216.560245,-684.960696
2553,4.4,0.24,3.7,0.11,29.130929,29.127967,30.002172,90,90,120.003364,2.724122,1186.288954,-250.137895,-677.332149
2554,4.4,0.24,3.7,0.13,29.232121,29.230278,30.185124,90,90,120.002086,2.68876,1139.694074,-280.337299,-674.869455
2555,4.4,0.24,3.7,0.15,29.318659,29.318424,30.34316,90,90,120.000265,2.658794,1283.262766,-300.455985,-679.461912
2556,4.4,0.24,3.7,0.17,29.392943,29.395475,30.480738,90,90,119.997151,2.633102,1322.703035,-310.071197,-666.757928
2557,4.4,0.24,3.8,0.07,29.102927,29.101202,29.925816,90,90,120.00196,2.736176,1146.33872,-234.366644,-674.363956
2558,4.4,0.24,3.8,0.09,29.254262,29.257545,30.212505,90,90,119.996288,2.681631,1079.437937,-282.771765,-676.412674
2559,4.4,0.24,3.8,0.11,29.384438,29.381342,30.436252,90,90,120.003486,2.639151,1261.807806,-314.100707,-669.343897
2560,4.4,0.24,3.8,0.13,29.481516,29.485277,30.627073,90,90,119.995782,2.604655,1276.521945,-332.965239,-663.213791
2561,4.4,0.24,3.8,0.15,29.574544,29.570575,30.789149,90,90,120.004441,2.575568,1318.243446,-353.298298,-664.898257
2562,4.4,0.24,3.8,0.17,29.649579,29.643687,30.928849,90,90,120.006575,2.551193,1166.651679,-361.301622,-663.165292
2563,4.4,0.24,3.9,0.07,29.345812,29.344113,30.363259,90,90,120.001916,2.652296,1222.18116,-298.383772,-669.892199
2564,4.4,0.24,3.9,0.09,29.501854,29.501203,30.652087,90,90,120.00073,2.59946,1234.514041,-339.866694,-671.968669
2565,4.4,0.24,3.9,0.11,29.628567,29.633093,30.884598,90,90,119.994948,2.557275,1191.460801,-374.057551,-657.105556
2566,4.4,0.24,3.9,0.13,29.739986,29.737627,31.071456,90,90,120.002624,2.523666,1022.410786,-455.032624,-658.903014
2567,4.4,0.24,3.9,0.15,29.835839,29.834796,31.225975,90,90,120.001156,2.494921,1057.320659,-431.261819,-654.936553
2568,4.4,0.24,3.9,0.17,29.923105,29.920714,31.357429,90,90,120.002643,2.47014,1182.927098,-418.605358,-653.469861
2569,4.4,0.24,4,0.07,29.594471,29.585371,30.80235,90,90,120.010176,2.571593,1077.535069,-350.156171,-667.35405
2570,4.4,0.24,4,0.09,29.754175,29.756941,31.090874,90,90,119.996926,2.519106,1079.544057,-427.247052,-659.42978
2571,4.4,0.24,4,0.11,29.900066,29.895793,31.321616,90,90,120.004728,2.476985,994.132971,-442.457264,-647.745488
2572,4.4,0.24,4,0.13,30.021899,30.019446,31.493086,90,90,120.002703,2.443345,902.316105,-471.310151,-653.813861
2573,4.4,0.24,4,0.15,30.13335,30.131052,31.642303,90,90,120.002524,2.41385,1035.491438,-489.92966,-652.377855
2574,4.4,0.24,4,0.17,30.224479,30.228932,31.765949,90,90,119.995128,2.389265,814.424579,-505.964407,-644.286823
2575,4.4,0.26,3,0.07,27.378309,27.377913,26.701791,90,90,120.000479,3.464845,1674.668149,-63.606105,-788.798523
2576,4.4,0.26,3,0.09,27.500738,27.497257,26.931601,90,90,120.004188,3.40527,1656.307338,-61.181256,-776.123312
2577,4.4,0.26,3,0.11,27.577286,27.580905,27.118638,90,90,119.99566,3.36188,1655.379129,-59.06222,-773.265008
2578,4.4,0.26,3,0.13,27.650228,27.649694,27.279943,90,90,120.000639,3.325059,1641.657244,-71.166183,-763.520037
2579,4.4,0.26,3,0.15,27.70469,27.708353,27.422099,90,90,119.995627,3.294164,1629.917759,-66.700907,-765.584906
2580,4.4,0.26,3,0.17,27.759803,27.762941,27.540965,90,90,119.996262,3.267019,1632.545368,-57.910156,-762.657742
2581,4.4,0.26,3.1,0.07,27.585224,27.58782,27.087869,90,90,119.996888,3.363928,1629.978549,-66.05729,-758.468494
2582,4.4,0.26,3.1,0.09,27.69113,27.691236,27.334798,90,90,119.999874,3.308489,1614.518468,-58.920068,-761.937214
2583,4.4,0.26,3.1,0.11,27.775498,27.77827,27.535091,90,90,119.996699,3.264082,1604.986674,-76.302729,-754.213502
