JobNumber,sigP,epsiP,sigO,epsiO,a,b,c,alpha,beta,gamma,density,Cleav,Interface,Solvation
217,3.8,0.26,3.3,0.07,27.558093,27.559209,27.980186,90,90,119.998662,3.263298,1504.658604,-245.775369,-746.483264
218,3.8,0.26,3.3,0.09,27.70302,27.707575,28.230415,90,90,119.994567,3.200092,1498.189576,-257.19352,-726.352889
219,3.8,0.26,3.3,0.11,27.822848,27.817573,28.428958,90,90,120.006276,3.151917,1511.520238,-243.372196,-740.757141
220,3.8,0.26,3.3,0.13,27.914795,27.911979,28.596128,90,90,120.003332,3.112514,1522.843384,-279.466856,-737.851139
221,3.8,0.26,3.3,0.15,27.995412,27.994277,28.739992,90,90,120.001336,3.078876,1519.782993,-286.622041,-727.928194
222,3.8,0.26,3.3,0.17,28.068014,28.068001,28.873534,90,90,120.000024,3.04864,1532.995343,-235.582628,-717.754414
223,3.8,0.26,3.4,0.07,27.803327,27.808799,28.374417,90,90,119.993499,3.160783,1476.414395,-251.190141,-729.386575
224,3.8,0.26,3.4,0.09,27.949967,27.955264,28.631773,90,90,119.993738,3.099621,1490.585028,-271.638763,-734.911268
225,3.8,0.26,3.4,0.11,28.07516,28.074425,28.841573,90,90,120.000865,3.050569,1492.533609,-285.602296,-726.058054
226,3.8,0.26,3.4,0.13,28.173164,28.173219,29.017597,90,90,119.999933,3.010893,1496.33933,-302.292192,-717.729899
227,3.8,0.26,3.4,0.15,28.253614,28.260645,29.167092,90,90,119.99177,2.977446,1446.864759,-304.999169,-711.306341
228,3.8,0.26,3.4,0.17,28.333503,28.332165,29.300415,90,90,120.001568,2.948371,1378.694193,-319.036039,-702.071206
229,3.8,0.26,3.5,0.07,28.058051,28.05984,28.780489,90,90,119.997891,3.060406,1467.905844,-278.605594,-720.582307
230,3.8,0.26,3.5,0.09,28.214704,28.212999,29.048106,90,90,120.001988,2.99913,1467.608878,-292.116274,-706.693376
231,3.8,0.26,3.5,0.11,28.333275,28.338223,29.266924,90,90,119.994214,2.950919,1449.090567,-301.41462,-712.845618
232,3.8,0.26,3.5,0.13,28.439642,28.433093,29.442394,90,90,120.007613,2.913004,1332.173794,-329.997333,-697.62117
233,3.8,0.26,3.5,0.15,28.52529,28.525529,29.587135,90,90,119.999707,2.880455,1290.702085,-344.43791,-703.718174
234,3.8,0.26,3.5,0.17,28.604875,28.601961,29.713956,90,90,120.003368,2.852643,1308.90132,-352.352321,-704.889451
235,3.8,0.26,3.6,0.07,28.318438,28.315967,29.194518,90,90,120.002884,2.962373,1409.462826,-303.482466,-703.886756
236,3.8,0.26,3.6,0.09,28.475004,28.472782,29.466792,90,90,120.002578,2.902778,1344.199419,-327.098522,-696.409098
237,3.8,0.26,3.6,0.11,28.60369,28.601086,29.67885,90,90,120.003011,2.856213,1245.464174,-331.929961,-689.357112
238,3.8,0.26,3.6,0.13,28.714103,28.712709,29.850546,90,90,120.001598,2.817827,1198.72497,-357.220966,-689.223276
239,3.8,0.26,3.6,0.15,28.80816,28.807529,30.00536,90,90,120.00072,2.784915,1162.133516,-368.466878,-689.79213
240,3.8,0.26,3.6,0.17,28.898853,28.891591,30.13884,90,90,120.008324,2.756049,1289.459221,-372.132707,-686.346932
241,3.8,0.26,3.7,0.07,28.576962,28.577569,29.602494,90,90,119.999307,2.86851,1249.783264,-333.13403,-698.945071
242,3.8,0.26,3.7,0.09,28.741672,28.742792,29.878985,90,90,119.998698,2.809419,1158.101363,-359.636183,-692.581543
243,3.8,0.26,3.7,0.11,28.889933,28.88461,30.09534,90,90,120.006097,2.76149,1196.608612,-384.509396,-679.403221
244,3.8,0.26,3.7,0.13,29.001518,28.998415,30.279021,90,90,120.003537,2.723377,1250.459654,-396.712279,-686.169496
245,3.8,0.26,3.7,0.15,29.100153,29.099551,30.433921,90,90,120.000683,2.690869,1370.090123,-402.179179,-670.541853
246,3.8,0.26,3.7,0.17,29.184449,29.18151,30.568715,90,90,120.003345,2.663835,1384.476582,-418.554513,-678.993634
247,3.8,0.26,3.8,0.07,28.846474,28.848275,30.021584,90,90,119.997948,2.775709,1219.192984,-357.876888,-684.676926
248,3.8,0.26,3.8,0.09,29.032864,29.02758,30.297299,90,90,120.006014,2.716132,1215.143413,-390.491459,-677.946737
249,3.8,0.26,3.8,0.11,29.167559,29.170555,30.523126,90,90,119.996612,2.67018,1269.153671,-407.609496,-669.598252
250,3.8,0.26,3.8,0.13,29.282058,29.284532,30.716527,90,90,119.997203,2.632721,1267.914521,-425.174275,-667.591995
251,3.8,0.26,3.8,0.15,29.375899,29.372008,30.879104,90,90,120.004392,2.602908,1070.260436,-448.456816,-666.093154
252,3.8,0.26,3.8,0.17,29.462395,29.457474,31.012212,90,90,120.00552,2.576659,1391.858924,-467.271981,-666.28923
253,3.8,0.26,3.9,0.07,29.126394,29.125506,30.443338,90,90,120.001,2.685227,1203.002898,-397.727245,-667.242142
254,3.8,0.26,3.9,0.09,29.301244,29.307507,30.733146,90,90,119.992922,2.6274,1203.583837,-422.360488,-664.690839
255,3.8,0.26,3.9,0.11,29.441244,29.436895,30.966978,90,90,120.00489,2.584066,1185.064426,-478.955421,-657.454657
256,3.8,0.26,3.9,0.13,29.555676,29.554776,31.156522,90,90,120.001009,2.548097,1173.794526,-481.280648,-659.419251
257,3.8,0.26,3.9,0.15,29.658555,29.656856,31.316448,90,90,120.001888,2.517618,1193.106201,-519.868089,-658.915179
258,3.8,0.26,3.9,0.17,29.75246,29.748112,31.446835,90,90,120.004832,2.491673,1079.246165,-546.610202,-654.855619
259,3.8,0.26,4,0.07,29.394394,29.392996,30.883351,90,90,120.00157,2.598981,1202.607439,-483.50304,-662.117842
260,3.8,0.26,4,0.09,29.568854,29.574031,31.177159,90,90,119.994218,2.543444,1302.180994,-511.095207,-655.245339
261,3.8,0.26,4,0.11,29.720228,29.720342,31.398688,90,90,119.999872,2.500409,1204.113448,-536.950014,-652.607686
262,3.8,0.26,4,0.13,29.848778,29.851226,31.576311,90,90,119.997294,2.464717,928.991192,-558.87596,-647.008059
263,3.8,0.26,4,0.15,29.96359,29.96397,31.724888,90,90,119.999582,2.434636,902.183041,-581.506752,-643.753053
264,3.8,0.26,4,0.17,30.07148,30.070043,31.848854,90,90,120.001576,2.407983,902.377395,-557.273353,-642.577937
265,3.8,0.28,3,0.07,26.487206,26.51006,26.584529,90,90,119.971489,3.713886,697.531948,-130.401414,-798.318335
266,3.8,0.28,3,0.09,26.656912,26.640168,26.796283,90,90,120.020798,3.645011,693.125919,-141.774072,-779.493116
267,3.8,0.28,3,0.11,26.76621,26.758147,26.973656,90,90,120.009976,3.589963,717.497756,-124.874659,-783.765404
268,3.8,0.28,3,0.13,26.847287,26.856135,27.126937,90,90,119.989105,3.545168,738.42553,-163.886804,-777.20614
269,3.8,0.28,3,0.15,26.931765,26.934393,27.258879,90,90,119.996771,3.506994,755.678388,-189.080083,-773.214242
270,3.8,0.28,3,0.17,27.074249,27.03394,27.398836,90,90,120.049333,3.459771,772.519937,-171.29906,-771.08773
271,3.8,0.28,3.1,0.07,26.744754,26.766774,26.939269,90,90,119.972772,3.594923,699.347218,-152.455606,-769.376887
272,3.8,0.28,3.1,0.09,26.905582,26.907791,27.177923,90,90,119.997286,3.524362,724.275418,-163.115912,-758.196597
273,3.8,0.28,3.1,0.11,27.165278,27.16141,27.456649,90,90,120.004716,3.423227,944.04087,-171.611848,-767.452547
274,3.8,0.28,3.1,0.13,27.329615,27.331735,27.683394,90,90,119.997433,3.353496,1237.926904,-196.5362,-759.17043
275,3.8,0.28,3.1,0.15,27.418884,27.421488,27.848292,90,90,119.996849,3.31189,1552.239044,-205.753678,-754.783457
276,3.8,0.28,3.1,0.17,27.546363,27.548429,28.039366,90,90,119.997506,3.259034,1563.405469,-202.860314,-745.23121
277,3.8,0.28,3.2,0.07,27.185296,27.174956,27.427322,90,90,120.012586,3.422929,831.661935,-183.33833,-769.237329
278,3.8,0.28,3.2,0.09,27.391383,27.392145,27.756005,90,90,119.999088,3.329877,1518.362332,-191.011891,-751.596642
279,3.8,0.28,3.2,0.11,27.568117,27.571019,28.021893,90,90,119.996531,3.255791,1516.625415,-182.333597,-746.34412
280,3.8,0.28,3.2,0.13,27.663812,27.664285,28.185329,90,90,119.999445,3.214934,1529.498795,-206.755316,-746.993874
281,3.8,0.28,3.2,0.15,27.743069,27.742887,28.326091,90,90,120.000212,3.180806,1542.780539,-251.739716,-751.564869
282,3.8,0.28,3.2,0.17,27.812775,27.811659,28.446882,90,90,120.001329,3.151585,1542.809924,-225.422635,-747.920576
283,3.8,0.28,3.3,0.07,27.567207,27.565421,27.969761,90,90,120.002135,3.262814,1504.591704,-169.480226,-743.217297
284,3.8,0.28,3.3,0.09,27.713262,27.713096,28.222355,90,90,120.000204,3.199367,1502.233174,-245.854433,-742.620647
285,3.8,0.28,3.3,0.11,27.825604,27.823151,28.425582,90,90,120.002911,3.151241,1510.790999,-254.189265,-740.483413
286,3.8,0.28,3.3,0.13,27.922003,27.919774,28.589954,90,90,120.002639,3.111492,1514.793616,-276.480575,-735.788595
287,3.8,0.28,3.3,0.15,27.999144,27.999981,28.737082,90,90,119.999005,3.078078,1527.25117,-283.856096,-722.608777
288,3.8,0.28,3.3,0.17,28.071429,28.069999,28.867895,90,90,120.001683,3.048698,1534.690122,-268.521707,-726.551125
289,3.8,0.28,3.4,0.07,27.815305,27.811952,28.373852,90,90,120.003991,3.159461,1480.179663,-250.134082,-737.649387
290,3.8,0.28,3.4,0.09,27.960796,27.960388,28.627787,90,90,120.000487,3.098494,1489.85974,-266.456667,-720.680982
291,3.8,0.28,3.4,0.11,28.080021,28.079735,28.835081,90,90,120.000344,3.050135,1496.158769,-289.898955,-718.929143
292,3.8,0.28,3.4,0.13,28.173944,28.176925,29.009351,90,90,119.996497,3.011165,1503.618697,-271.120604,-716.743892
293,3.8,0.28,3.4,0.15,28.2628,28.260124,29.163005,90,90,120.003138,2.977291,1498.404229,-256.675481,-722.253387
294,3.8,0.28,3.4,0.17,28.331066,28.338779,29.293364,90,90,119.990988,2.948332,1430.454474,-261.783666,-703.588826
295,3.8,0.28,3.5,0.07,28.065312,28.064627,28.775043,90,90,120.000805,3.059761,1467.468981,-271.162578,-721.968419
296,3.8,0.28,3.5,0.09,28.216403,28.223665,29.041,90,90,119.991482,2.998232,1475.463177,-298.617582,-710.686828
297,3.8,0.28,3.5,0.11,28.339244,28.337564,29.259638,90,90,120.00195,2.951331,1475.028261,-317.764519,-705.285671
298,3.8,0.28,3.5,0.13,28.444382,28.440358,29.433113,90,90,120.00467,2.912606,1338.549703,-295.330415,-697.354881
299,3.8,0.28,3.5,0.15,28.532171,28.530092,29.578816,90,90,120.00241,2.880188,1298.99558,-334.82732,-706.406063
300,3.8,0.28,3.5,0.17,28.609191,28.609032,29.709856,90,90,120.000191,2.85181,1274.994867,-342.9871,-702.146197
301,3.8,0.28,3.6,0.07,28.320941,28.319945,29.192045,90,90,120.001173,2.961895,1445.708916,-294.207383,-708.944729
302,3.8,0.28,3.6,0.09,28.477554,28.478064,29.461082,90,90,119.999406,2.902449,1385.471453,-320.145127,-693.677622
303,3.8,0.28,3.6,0.11,28.610849,28.607218,29.66989,90,90,120.004202,2.855783,1249.234002,-310.228747,-702.769267
304,3.8,0.28,3.6,0.13,28.716155,28.714923,29.848417,90,90,120.001419,2.817605,1211.2485,-358.711803,-684.273183
305,3.8,0.28,3.6,0.15,28.812418,28.812052,29.997557,90,90,120.000421,2.784782,1291.505205,-368.665606,-689.457661
306,3.8,0.28,3.6,0.17,28.891839,28.899429,30.130089,90,90,119.991313,2.756298,1263.199427,-379.646534,-689.232545
307,3.8,0.28,3.7,0.07,28.571938,28.580603,29.600797,90,90,119.989976,2.868605,1300.353372,-324.445946,-687.635139
308,3.8,0.28,3.7,0.09,28.75373,28.749123,29.870969,90,90,120.005306,2.808563,1186.170615,-345.324895,-684.884707
309,3.8,0.28,3.7,0.11,28.890108,28.890016,30.092429,90,90,120.000102,2.761057,1258.80976,-379.374638,-684.178408
310,3.8,0.28,3.7,0.13,29.007235,29.003526,30.271296,90,90,120.004233,2.723074,1266.613338,-385.865719,-677.272243
311,3.8,0.28,3.7,0.15,29.103395,29.1001,30.425157,90,90,120.003745,2.691377,1340.778428,-402.283587,-683.977534
312,3.8,0.28,3.7,0.17,29.192431,29.181895,30.564854,90,90,120.011947,2.663639,1277.394915,-403.364466,-676.37659
313,3.8,0.28,3.8,0.07,28.854272,28.850748,30.011499,90,90,120.004044,2.775824,1191.473535,-359.144993,-678.763284
314,3.8,0.28,3.8,0.09,29.032865,29.028662,30.295484,90,90,120.004784,2.716159,1200.125267,-391.477174,-673.745152
315,3.8,0.28,3.8,0.11,29.170568,29.168683,30.522423,90,90,120.002137,2.670286,1266.639486,-405.157669,-678.259629
316,3.8,0.28,3.8,0.13,29.284426,29.286631,30.709534,90,90,119.997503,2.632927,1321.610194,-419.269566,-672.707074
317,3.8,0.28,3.8,0.15,29.375032,29.380471,30.869461,90,90,119.993879,2.602772,1296.351496,-436.719605,-663.704438
318,3.8,0.28,3.8,0.17,29.459486,29.461956,31.010712,90,90,119.997231,2.576431,1226.301307,-463.872587,-672.16379
319,3.8,0.28,3.9,0.07,29.131391,29.127074,30.441303,90,90,120.004904,2.684907,1329.272291,-393.609319,-667.352569
320,3.8,0.28,3.9,0.09,29.303304,29.303779,30.733445,90,90,119.999455,2.627697,1296.804105,-416.418584,-664.015772
321,3.8,0.28,3.9,0.11,29.44003,29.440699,30.964013,90,90,119.999241,2.583938,1204.673095,-454.068054,-662.093633
322,3.8,0.28,3.9,0.13,29.555037,29.558493,31.153108,90,90,119.996133,2.547986,1164.900627,-527.173684,-660.487945
323,3.8,0.28,3.9,0.15,29.662451,29.659844,31.308074,90,90,120.00291,2.517733,1099.977385,-529.681851,-656.78267
324,3.8,0.28,3.9,0.17,29.753202,29.750793,31.441443,90,90,120.002674,2.491759,1145.800115,-499.283753,-653.676149
325,3.8,0.28,4,0.07,29.397658,29.397635,30.872977,90,90,120.000034,2.599116,1195.423238,-419.691516,-661.813137
326,3.8,0.28,4,0.09,29.573086,29.573928,31.176823,90,90,119.999059,2.543241,1128.043501,-475.722146,-647.910771
327,3.8,0.28,4,0.11,29.722225,29.722636,31.396139,90,90,119.999545,2.500243,1023.201448,-524.938508,-658.870839
328,3.8,0.28,4,0.13,29.853321,29.851802,31.570455,90,90,120.001684,2.464861,1100.727594,-574.723582,-650.503285
329,3.8,0.28,4,0.15,29.969032,29.965284,31.720639,90,90,120.004134,2.434525,877.535543,-545.827758,-645.584262
330,3.8,0.28,4,0.17,30.070995,30.067176,31.841827,90,90,120.004202,2.408846,959.065097,-553.595076,-643.149742
331,3.8,0.3,3,0.07,26.501561,26.514581,26.579958,90,90,119.983758,3.712338,677.679005,-114.43865,-792.869461
332,3.8,0.3,3,0.09,26.641626,26.665113,26.79099,90,90,119.97087,3.642577,691.759663,-112.809985,-787.025081
333,3.8,0.3,3,0.11,26.775401,26.766062,26.962714,90,90,120.01154,3.589182,723.056773,-130.915908,-781.960902
334,3.8,0.3,3,0.13,26.851279,26.869211,27.121874,90,90,119.977923,3.543178,1187.502415,-146.326699,-769.834544
335,3.8,0.3,3,0.15,26.938707,26.944219,27.257271,90,90,119.993218,3.504892,764.777163,-169.862322,-773.828665
336,3.8,0.3,3,0.17,27.009621,27.017243,27.387673,90,90,119.990689,3.469554,1195.228882,-168.38645,-752.320177
337,3.8,0.3,3.1,0.07,26.764821,26.771604,26.931201,90,90,119.991617,3.593337,700.245963,-124.904429,-783.751284
338,3.8,0.3,3.1,0.09,26.920218,26.912193,27.168602,90,90,120.009871,3.523525,768.283118,-169.980565,-774.032414
339,3.8,0.3,3.1,0.11,27.168626,27.187964,27.451121,90,90,119.976458,3.419178,1170.159543,-170.618791,-771.57104
340,3.8,0.3,3.1,0.13,27.336428,27.338065,27.680395,90,90,119.998007,3.352267,1567.793829,-189.285399,-755.069612
341,3.8,0.3,3.1,0.15,27.443333,27.444593,27.861711,90,90,119.998473,3.304616,1558.690721,-194.712236,-755.127376
342,3.8,0.3,3.1,0.17,27.553872,27.55426,28.032414,90,90,119.999532,3.258331,1563.789381,-179.142212,-751.970662
343,3.8,0.3,3.2,0.07,27.227933,27.236714,27.456594,90,90,119.989337,3.405387,736.301673,-173.727065,-774.095593
344,3.8,0.3,3.2,0.09,27.408851,27.406955,27.758838,90,90,120.002286,3.325724,1540.648767,-177.415835,-746.038227
345,3.8,0.3,3.2,0.11,27.580422,27.576253,28.014398,90,90,120.004998,3.254869,1533.569127,-167.223696,-749.647107
346,3.8,0.3,3.2,0.13,27.668943,27.668021,28.184468,90,90,120.001103,3.214056,1529.688631,-258.715782,-743.982896
347,3.8,0.3,3.2,0.15,27.745704,27.751424,28.321128,90,90,119.99319,3.179858,1541.585023,-254.977317,-743.154332
348,3.8,0.3,3.2,0.17,27.818882,27.815649,28.443828,90,90,120.003838,3.150859,1554.733932,-262.09233,-739.791813
349,3.8,0.3,3.3,0.07,27.573104,27.572521,27.96678,90,90,120.000705,3.261577,1503.621565,-223.887006,-748.087551
350,3.8,0.3,3.3,0.09,27.717399,27.719736,28.220595,90,90,119.997207,3.198226,1508.906346,-248.352616,-745.733709
351,3.8,0.3,3.3,0.11,27.83275,27.830008,28.417483,90,90,120.003258,3.150564,1513.948434,-258.609293,-738.57648
352,3.8,0.3,3.3,0.13,27.923086,27.925895,28.58573,90,90,119.996679,3.110962,1526.771812,-256.105487,-727.628905
353,3.8,0.3,3.3,0.15,27.999757,28.007613,28.7297,90,90,119.99073,3.077706,1525.263189,-275.948302,-725.318364
354,3.8,0.3,3.3,0.17,28.073739,28.080132,28.85676,90,90,119.992471,3.04824,1539.857892,-284.864732,-729.839337
355,3.8,0.3,3.4,0.07,27.815522,27.818237,28.365598,90,90,119.996774,3.159412,1484.875267,-236.714544,-733.197887
356,3.8,0.3,3.4,0.09,27.967448,27.965508,28.62454,90,90,120.002298,3.097598,1495.251793,-263.206129,-728.001155
357,3.8,0.3,3.4,0.11,28.086236,28.08485,28.828097,90,90,120.001628,3.049682,1502.127308,-282.320821,-732.466789
358,3.8,0.3,3.4,0.13,28.181451,28.181214,29.007149,90,90,120.000281,3.010248,1507.478052,-287.13733,-719.081953
359,3.8,0.3,3.4,0.15,28.266414,28.269407,29.159351,90,90,119.996498,2.976107,1492.485213,-300.870878,-708.656513
360,3.8,0.3,3.4,0.17,28.339983,28.337532,29.287594,90,90,120.002854,2.948467,1510.404759,-291.640442,-708.450842
361,3.8,0.3,3.5,0.07,28.074548,28.068417,28.768608,90,90,120.007226,3.059223,1458.332685,-261.242338,-717.628032
362,3.8,0.3,3.5,0.09,28.222113,28.222559,29.037842,90,90,119.99947,2.99831,1478.811825,-295.310146,-710.70157
363,3.8,0.3,3.5,0.11,28.34549,28.345078,29.252605,90,90,120.000488,2.950564,1477.179935,-281.181306,-707.470303
364,3.8,0.3,3.5,0.13,28.445093,28.447976,29.427758,90,90,119.99666,2.912048,1356.270374,-309.929592,-711.045029
365,3.8,0.3,3.5,0.15,28.531072,28.532679,29.578693,90,90,119.998141,2.879926,1313.799145,-289.053151,-702.748461
366,3.8,0.3,3.5,0.17,28.605384,28.612108,29.707362,90,90,119.99222,2.851894,1267.247678,-309.37332,-698.971094
367,3.8,0.3,3.6,0.07,28.325906,28.321748,29.183368,90,90,120.004851,2.962177,1450.65294,-287.862265,-706.084334
368,3.8,0.3,3.6,0.09,28.480409,28.482079,29.454115,90,90,119.998058,2.902396,1410.858866,-318.013292,-696.421848
369,3.8,0.3,3.6,0.11,28.606081,28.609572,29.669733,90,90,119.995951,2.855801,1263.195382,-344.038979,-700.713042
370,3.8,0.3,3.6,0.13,28.711918,28.720479,29.843212,90,90,119.990142,2.817647,1219.867163,-348.476925,-685.473135
371,3.8,0.3,3.6,0.15,28.814863,28.813341,29.995771,90,90,120.001745,2.784624,1276.325129,-371.662697,-691.256103
372,3.8,0.3,3.6,0.17,28.901355,28.896429,30.124836,90,90,120.005641,2.756555,1133.491663,-382.751276,-685.982408
373,3.8,0.3,3.7,0.07,28.583236,28.582288,29.591683,90,90,120.001101,2.868507,1267.754885,-324.072072,-687.227876
374,3.8,0.3,3.7,0.09,28.756846,28.751463,29.866699,90,90,120.006189,2.808457,1167.748185,-335.189084,-693.068967
375,3.8,0.3,3.7,0.11,28.891222,28.891754,30.084702,90,90,119.999392,2.761474,1200.531544,-375.300294,-684.101103
376,3.8,0.3,3.7,0.13,29.002471,29.007614,30.268466,90,90,119.994127,2.723115,1268.858334,-384.064546,-687.983813
377,3.8,0.3,3.7,0.15,29.107194,29.104006,30.423635,90,90,120.003613,2.690796,1271.65833,-394.219383,-682.182707
378,3.8,0.3,3.7,0.17,29.189051,29.187807,30.561042,90,90,120.001407,2.663457,1340.721541,-397.166129,-679.81142
379,3.8,0.3,3.8,0.07,28.855086,28.855633,30.010674,90,90,119.999368,2.775221,1129.668616,-354.851312,-688.245253
380,3.8,0.3,3.8,0.09,29.031581,29.03515,30.288199,90,90,119.995933,2.716083,1129.226197,-389.39248,-674.23949
381,3.8,0.3,3.8,0.11,29.167078,29.176966,30.515475,90,90,119.988781,2.670096,1246.64199,-399.803868,-681.352081
382,3.8,0.3,3.8,0.13,29.286147,29.288078,30.702422,90,90,119.99782,2.63326,1333.63347,-411.219807,-670.507604
383,3.8,0.3,3.8,0.15,29.381005,29.381462,30.865901,90,90,119.999487,2.602602,1371.040793,-439.145238,-666.642136
384,3.8,0.3,3.8,0.17,29.458709,29.461489,31.001386,90,90,119.996881,2.577306,1258.689226,-452.698385,-664.647807
385,3.8,0.3,3.9,0.07,29.128069,29.134476,30.431183,90,90,119.992725,2.685094,1207.987997,-396.393342,-671.863695
386,3.8,0.3,3.9,0.09,29.311111,29.310956,30.725923,90,90,120.000179,2.627016,1269.86831,-417.238867,-666.132181
387,3.8,0.3,3.9,0.11,29.445956,29.443338,30.957459,90,90,120.00295,2.58383,1315.257117,-458.151036,-655.540614
388,3.8,0.3,3.9,0.13,29.553422,29.557036,31.150788,90,90,119.995955,2.548436,1228.831088,-533.04218,-652.816252
389,3.8,0.3,3.9,0.15,29.661476,29.66077,31.301012,90,90,120.000784,2.518251,1242.676755,-495.535737,-659.238898
390,3.8,0.3,3.9,0.17,29.751097,29.75156,31.436977,90,90,119.999492,2.492145,1338.481495,-530.533006,-655.886617
391,3.8,0.3,4,0.07,29.395649,29.400567,30.873022,90,90,119.994471,2.598885,1216.071435,-430.568665,-657.778352
392,3.8,0.3,4,0.09,29.5717,29.574177,31.170534,90,90,119.997229,2.543805,1106.329717,-480.861586,-647.041766
393,3.8,0.3,4,0.11,29.725235,29.720894,31.386883,90,90,120.004831,2.501007,1087.50244,-515.328092,-658.277562
394,3.8,0.3,4,0.13,29.848569,29.851411,31.566784,90,90,119.99685,2.465452,904.716532,-537.768901,-656.634832
395,3.8,0.3,4,0.15,29.967471,29.966509,31.717668,90,90,120.001057,2.434704,966.442529,-537.198695,-646.117085
396,3.8,0.3,4,0.17,30.073021,30.068493,31.844172,90,90,120.004992,2.40842,915.814101,-571.346825,-642.619104
397,3.9,0.2,3,0.07,26.480367,26.547363,26.584066,90,90,119.91654,3.707641,673.864802,-121.447927,-797.260703
398,3.9,0.2,3,0.09,26.665983,26.664844,26.804217,90,90,120.001402,3.63861,693.237798,-156.115851,-781.953646
399,3.9,0.2,3,0.11,26.786894,26.776166,26.982762,90,90,120.013263,3.583686,710.552135,-135.002101,-771.9858
400,3.9,0.2,3,0.13,26.866059,26.877074,27.135404,90,90,119.986438,3.538731,733.908955,-181.444261,-779.721818
401,3.9,0.2,3,0.15,26.934365,26.96796,27.270855,90,90,119.9588,3.499414,770.460978,-168.217374,-773.243292
402,3.9,0.2,3,0.17,27.035975,27.088812,27.401327,90,90,119.935501,3.453374,835.062687,-176.149,-757.971734
